id,home_team_win
2996,1
2997,1
2998,1
2999,1
3000,0
3001,0
3002,1
3003,1
3004,1
3005,1
3006,1
3007,1
3008,0
3009,0
3010,1
3011,1
3012,0
3013,0
3014,0
3015,1
3016,1
3017,0
3018,1
3019,0
3020,1
3021,1
3022,1
3023,0
3024,0
3025,1
3026,1
3027,0
3028,1
3029,0
3030,0
3031,1
3032,1
3033,0
3034,0
3035,0
3036,0
3037,1
3038,1
3039,0
3040,1
3041,1
3042,0
3043,1
3044,1
3045,1
3046,0
3047,0
3048,0
3049,0
3050,1
3051,1
3052,1
3053,1
3054,1
3055,0
3056,1
3057,0
3058,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,1
3066,0
3067,1
3068,1
3069,1
3070,1
3071,1
3072,1
3073,1
3074,1
3075,1
3076,1
3077,1
3078,0
3079,0
3080,1
3081,1
3082,1
3083,0
3084,1
3085,1
3086,0
3087,1
3088,1
3089,0
3090,1
3091,1
3092,0
3093,1
3094,1
3095,1
3096,1
3097,1
3098,0
3099,1
3100,1
3101,1
3102,1
3103,0
3104,1
3105,1
3106,0
3107,1
3108,1
3109,0
3110,1
3111,1
3112,1
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,0
3123,0
3124,1
3125,1
3126,1
3127,1
3128,1
3129,1
3130,1
3131,1
3132,1
3133,1
3134,0
3135,1
3136,0
3137,1
3138,1
3139,0
3140,1
3141,1
3142,1
3143,1
3144,1
3145,1
3146,0
3147,1
3148,1
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3157,0
3158,1
3159,1
3160,1
3161,1
3162,0
3163,1
3164,1
3165,1
3166,1
3167,1
3168,0
3169,0
3170,0
3171,1
3172,1
3173,0
3174,1
3175,0
3176,1
3177,1
3178,1
3179,0
3180,0
3181,1
3182,1
3183,1
3184,1
3185,0
3186,1
3187,1
3188,0
3189,0
3190,1
3191,1
3192,1
3193,0
3194,0
3195,1
3196,0
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,0
3204,1
3205,0
3206,1
3207,1
3208,1
3209,1
3210,1
3211,1
3212,1
3213,0
3214,1
3215,0
3216,1
3217,0
3218,1
3219,0
3220,0
3221,0
3222,1
3223,1
3224,1
3225,1
3226,1
3227,0
3228,1
3229,1
3230,0
3231,1
3232,1
3233,0
3234,1
3235,1
3236,1
3237,1
3238,1
3239,0
3240,0
3241,0
3242,1
3243,0
3244,1
3245,0
3246,1
3247,1
3248,0
3249,1
3250,1
3251,1
3252,1
3253,0
3254,1
3255,1
3256,1
3257,1
3258,0
3259,1
3260,1
3261,1
3262,1
3263,1
3264,0
3265,1
3266,0
3267,1
3268,1
3269,0
3270,1
3271,1
3272,0
3273,0
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,0
3286,1
3287,0
3288,1
3289,0
3290,1
3291,1
3292,1
3293,1
3294,0
3295,1
3296,0
3297,0
3298,1
3299,0
3300,0
3301,1
3302,1
3303,1
3304,1
3305,1
3306,1
3307,0
3308,1
3309,1
3310,0
3311,0
3312,1
3313,0
3314,0
3315,1
3316,0
3317,1
3318,1
3319,1
3320,1
3321,1
3322,1
3323,1
3324,0
3325,1
3326,1
3327,1
3328,1
3329,1
3330,1
3331,0
3332,1
3333,1
3334,1
3335,0
3336,1
3337,0
3338,1
3339,1
3340,0
3341,0
3342,1
3343,1
3344,0
3345,1
3346,1
3347,1
3348,1
3349,1
3350,1
3351,0
3352,1
3353,1
3354,1
3355,0
3356,1
3357,1
3358,0
3359,1
3360,1
3361,1
3362,1
3363,0
3364,1
3365,0
3366,1
3367,0
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3377,1
3378,1
3379,0
3380,1
3381,0
3382,1
3383,1
3384,0
3385,1
3386,1
3387,1
3388,1
3389,0
3390,1
3391,0
3392,0
3393,1
3394,1
3395,1
3396,1
3397,1
3398,1
3399,1
3400,0
3401,1
3402,1
3403,1
3404,1
3405,1
3406,1
3407,1
3408,0
3409,1
3410,0
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,1
3418,1
3419,0
3420,0
3421,1
3422,1
3423,1
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,0
3431,1
3432,1
3433,0
3434,1
3435,1
3436,1
3437,0
3438,1
3439,0
3440,1
3441,1
3442,1
3443,1
3444,1
3445,0
3446,1
3447,1
3448,0
3449,1
3450,0
3451,1
3452,0
3453,1
3454,1
3455,1
3456,1
3457,1
3458,1
3459,0
3460,0
3461,1
3462,0
3463,1
3464,1
3465,0
3466,1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,1
3473,0
3474,1
3475,1
3476,1
3477,0
3478,1
3479,0
3480,0
3481,1
3482,1
3483,1
3484,1
3485,1
3486,0
3487,1
3488,1
3489,0
3490,1
3491,1
3492,1
3493,0
3494,0
3495,1
3496,1
3497,1
3498,1
3499,1
3500,1
3501,0
3502,0
3503,1
3504,0
3505,0
3506,1
3507,1
3508,0
3509,1
3510,1
3511,1
3512,0
3513,1
3514,1
3515,1
3516,1
3517,0
3518,1
3519,1
3520,1
3521,1
3522,1
3523,1
3524,0
3525,1
3526,1
3527,0
3528,1
3529,1
3530,1
3531,1
3532,1
3533,0
3534,1
3535,1
3536,1
3537,1
3538,1
3539,0
3540,1
3541,0
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,0
3549,1
3550,0
3551,1
3552,1
3553,1
3554,0
3555,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3562,1
3563,1
3564,1
3565,1
3566,1
3567,1
3568,1
3569,0
3570,1
3571,1
3572,1
3573,1
3574,1
3575,1
3576,0
3577,1
3578,1
3579,0
3580,0
3581,1
3582,1
3583,1
3584,0
3585,1
3586,0
3587,1
3588,0
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,1
3598,1
3599,0
3600,0
3601,1
3602,1
3603,1
3604,1
3605,1
3606,1
3607,0
3608,1
3609,1
3610,1
3611,1
3612,1
3613,1
3614,0
3615,1
3616,0
3617,1
3618,1
3619,1
3620,0
3621,1
3622,0
3623,1
3624,1
3625,0
3626,1
3627,1
3628,1
3629,1
3630,1
3631,0
3632,1
3633,1
3634,0
3635,1
3636,0
3637,1
3638,1
3639,1
3640,1
3641,1
3642,1
3643,1
3644,0
3645,0
3646,1
3647,1
3648,1
3649,1
3650,1
3651,1
3652,0
3653,1
3654,1
3655,1
3656,1
3657,0
3658,1
3659,1
3660,1
3661,1
3662,1
3663,1
3664,1
3665,1
3666,1
3667,0
3668,1
3669,0
3670,0
3671,1
3672,1
3673,1
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3680,0
3681,0
3682,0
3683,1
3684,1
3685,0
3686,1
3687,1
3688,0
3689,1
3690,0
3691,1
3692,1
3693,1
3694,1
3695,1
3696,0
3697,1
3698,1
3699,0
3700,1
3701,1
3702,1
3703,1
3704,1
3705,1
3706,1
3707,1
3708,0
3709,1
3710,1
3711,0
3712,1
3713,1
3714,0
3715,1
3716,1
3717,0
3718,0
3719,1
3720,0
3721,1
3722,1
3723,1
3724,1
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,0
3741,1
3742,0
3743,1
3744,1
3745,0
3746,1
3747,0
3748,0
3749,0
3750,0
3751,1
3752,1
3753,1
3754,1
3755,1
3756,0
3757,1
3758,0
3759,1
3760,1
3761,0
3762,1
3763,0
3764,0
3765,1
3766,1
3767,0
3768,1
3769,1
3770,1
3771,0
3772,1
3773,1
3774,0
3775,1
3776,0
3777,1
3778,0
3779,1
3780,1
3781,1
3782,1
3783,1
3784,1
3785,1
3786,1
3787,1
3788,1
3789,1
3790,0
3791,0
3792,0
3793,1
3794,1
3795,1
3796,1
3797,0
3798,1
3799,1
3800,1
3801,0
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,1
3813,1
3814,1
3815,1
3816,0
3817,1
3818,1
3819,0
3820,0
3821,0
3822,1
3823,1
3824,0
3825,1
3826,0
3827,0
3828,1
3829,1
3830,1
3831,1
3832,0
3833,1
3834,1
3835,1
3836,0
3837,1
3838,1
3839,1
3840,0
3841,1
3842,1
3843,1
3844,1
3845,1
3846,1
3847,0
3848,1
3849,1
3850,1
3851,1
3852,1
3853,1
3854,0
3855,1
3856,0
3857,1
3858,0
3859,1
3860,0
3861,0
3862,1
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,1
3871,1
3872,1
3873,1
3874,1
3875,1
3876,0
3877,1
3878,0
3879,0
3880,1
3881,1
3882,1
3883,0
3884,0
3885,0
3886,1
3887,0
3888,0
3889,1
3890,1
3891,1
3892,0
3893,0
3894,1
3895,0
3896,1
3897,0
3898,0
3899,1
3900,1
3901,1
3902,1
3903,1
3904,0
3905,1
3906,1
3907,1
3908,1
3909,0
3910,1
3911,1
3912,1
3913,0
3914,1
3915,1
3916,1
3917,1
3918,1
3919,1
3920,0
3921,1
3922,1
3923,1
3924,1
3925,1
3926,0
3927,1
3928,1
3929,1
3930,0
3931,1
3932,1
3933,0
3934,1
3935,1
3936,0
3937,1
3938,1
3939,1
3940,1
3941,1
3942,1
3943,0
3944,1
3945,1
3946,1
3947,0
3948,1
3949,1
3950,0
3951,1
3952,1
3953,1
3954,0
3955,1
3956,1
3957,0
3958,1
3959,1
3960,1
3961,1
3962,0
3963,0
3964,1
3965,0
3966,1
3967,0
3968,1
3969,1
3970,1
3971,1
3972,1
3973,1
3974,1
3975,0
3976,1
3977,0
3978,0
3979,1
3980,1
3981,1
3982,1
3983,1
3984,1
3985,1
3986,1
3987,1
3988,1
3989,0
3990,1
3991,0
3992,1
3993,0
3994,1
3995,1
3996,1
3997,1
3998,1
3999,0
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,0
4008,0
4009,1
4010,0
4011,1
4012,0
4013,0
4014,1
4015,1
4016,0
4017,1
4018,1
4019,1
4020,0
4021,0
4022,1
4023,1
4024,1
4025,1
4026,0
4027,0
4028,1
4029,1
4030,0
4031,1
4032,1
4033,1
4034,1
4035,1
4036,0
4037,0
4038,0
4039,1
4040,0
4041,1
4042,1
4043,1
4044,0
4045,1
4046,0
4047,1
4048,1
4049,1
4050,1
4051,1
4052,1
4053,1
4054,1
4055,1
4056,1
4057,0
4058,1
4059,0
4060,1
4061,0
4062,1
4063,1
4064,1
4065,1
4066,1
4067,0
4068,1
4069,1
4070,1
4071,1
4072,1
4073,0
4074,1
4075,1
4076,1
4077,1
4078,1
4079,0
4080,1
4081,1
4082,1
4083,1
4084,1
4085,1
4086,0
4087,0
4088,1
4089,1
4090,1
4091,0
4092,1
4093,0
4094,0
4095,1
4096,1
4097,1
4098,1
4099,0
4100,1
4101,0
4102,0
4103,1
4104,1
4105,1
4106,1
4107,0
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,0
4116,1
4117,0
4118,1
4119,1
4120,1
4121,1
4122,0
4123,0
4124,1
4125,1
4126,0
4127,1
4128,0
4129,0
4130,0
4131,1
4132,1
4133,0
4134,0
4135,0
4136,1
4137,1
4138,1
4139,1
4140,1
4141,1
4142,0
4143,0
4144,0
4145,1
4146,1
4147,1
4148,1
4149,1
4150,1
4151,0
4152,1
4153,1
4154,1
4155,0
4156,1
4157,1
4158,1
4159,0
4160,0
4161,1
4162,1
4163,0
4164,1
4165,1
4166,0
4167,1
4168,1
4169,0
4170,1
4171,1
4172,1
4173,1
4174,1
4175,1
4176,1
4177,0
4178,0
4179,1
4180,1
4181,1
4182,1
4183,0
4184,1
4185,1
4186,1
4187,1
4188,1
4189,1
4190,1
4191,1
4192,0
4193,1
4194,1
4195,1
4196,1
4197,0
4198,0
4199,1
4200,1
4201,1
4202,1
4203,1
4204,0
4205,0
4206,1
4207,0
4208,0
4209,0
4210,1
4211,1
4212,0
4213,0
4214,1
4215,1
4216,1
4217,0
4218,0
4219,1
4220,0
4221,1
4222,0
4223,0
4224,1
4225,1
4226,0
4227,1
4228,1
4229,1
4230,0
4231,1
4232,1
4233,1
4234,1
4235,1
4236,1
4237,1
4238,1
4239,1
4240,0
4241,0
4242,1
4243,1
4244,0
4245,0
4246,1
4247,1
4248,0
4249,1
4250,1
4251,1
4252,1
4253,0
4254,1
4255,1
4256,1
4257,1
4258,0
4259,0
4260,1
4261,0
4262,1
4263,0
4264,1
4265,1
4266,0
4267,1
4268,1
4269,0
4270,1
4271,1
4272,0
4273,0
4274,1
4275,1
4276,0
4277,1
4278,0
4279,1
4280,1
4281,0
4282,1
4283,0
4284,0
4285,1
4286,1
4287,1
4288,1
4289,0
4290,1
4291,1
4292,1
4293,0
4294,1
4295,0
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,1
4304,0
4305,0
4306,0
4307,1
4308,1
4309,1
4310,0
4311,1
4312,0
4313,0
4314,1
4315,1
4316,0
4317,1
4318,1
4319,0
4320,1
4321,1
4322,1
4323,1
4324,1
4325,1
4326,0
4327,1
4328,1
4329,1
4330,1
4331,1
4332,0
4333,1
4334,1
4335,0
4336,1
4337,1
4338,1
4339,0
4340,1
4341,1
4342,1
4343,0
4344,0
4345,1
4346,1
4347,1
4348,1
4349,0
4350,0
4351,0
4352,1
4353,1
4354,1
4355,1
4356,0
4357,1
4358,1
4359,1
4360,1
4361,1
4362,1
4363,0
4364,1
4365,0
4366,1
4367,0
4368,1
4369,1
4370,1
4371,0
4372,1
4373,1
4374,1
4375,1
4376,1
4377,0
4378,1
4379,0
4380,0
4381,1
4382,0
4383,0
4384,1
4385,1
4386,1
4387,0
4388,0
4389,0
4390,1
4391,0
4392,1
4393,1
4394,1
4395,0
4396,1
4397,0
4398,0
4399,1
4400,1
4401,1
4402,1
4403,0
4404,1
4405,1
4406,0
4407,1
4408,1
4409,1
4410,1
4411,0
4412,1
4413,1
4414,1
4415,0
4416,1
4417,0
4418,1
4419,1
4420,1
4421,1
4422,1
4423,1
4424,0
4425,0
4426,0
4427,0
4428,0
4429,0
4430,0
4431,1
4432,1
4433,1
4434,0
4435,0
4436,0
4437,0
4438,1
4439,0
4440,1
4441,0
4442,1
4443,1
4444,0
4445,1
4446,1
4447,1
4448,0
4449,1
4450,1
4451,1
4452,0
4453,0
4454,1
4455,1
4456,0
4457,1
4458,1
4459,1
4460,1
4461,1
4462,0
4463,1
4464,0
4465,0
4466,1
4467,0
4468,1
4469,0
4470,1
4471,1
4472,1
4473,0
4474,1
4475,1
4476,1
4477,1
4478,0
4479,1
4480,1
4481,0
4482,1
4483,1
4484,1
4485,1
4486,1
4487,0
4488,0
4489,1
4490,1
4491,1
4492,0
4493,1
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,0
4501,1
4502,1
4503,1
4504,1
4505,0
4506,1
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,0
4514,1
4515,1
4516,0
4517,0
4518,0
4519,1
4520,1
4521,0
4522,1
4523,1
4524,1
4525,0
4526,1
4527,0
4528,1
4529,1
4530,1
4531,0
4532,1
4533,1
4534,0
4535,1
4536,1
4537,1
4538,0
4539,1
4540,0
4541,1
4542,1
4543,1
4544,1
4545,1
4546,1
4547,1
4548,0
4549,0
4550,1
4551,1
4552,1
4553,0
4554,1
4555,1
4556,0
4557,1
4558,0
4559,1
4560,1
4561,1
4562,0
4563,1
4564,1
4565,1
4566,0
4567,1
4568,1
4569,1
4570,0
4571,1
4572,1
4573,0
4574,0
4575,1
4576,1
4577,1
4578,1
4579,0
4580,1
4581,1
4582,1
4583,0
4584,1
4585,1
4586,1
4587,0
4588,1
4589,0
4590,1
4591,0
4592,1
4593,0
4594,1
4595,1
4596,0
4597,0
4598,1
4599,0
4600,0
4601,1
4602,0
4603,1
4604,1
4605,1
4606,1
4607,1
4608,1
4609,1
4610,0
4611,1
4612,1
4613,1
4614,1
4615,0
4616,0
4617,0
4618,1
4619,1
4620,1
4621,1
4622,0
4623,1
4624,1
4625,0
4626,0
4627,1
4628,1
4629,0
4630,1
4631,0
4632,1
4633,1
4634,1
4635,1
4636,1
4637,0
4638,1
4639,1
4640,1
4641,1
4642,1
4643,0
4644,1
4645,1
4646,1
4647,1
4648,1
4649,1
4650,0
4651,1
4652,1
4653,1
4654,0
4655,1
4656,1
4657,1
4658,0
4659,1
4660,1
4661,1
4662,1
4663,1
4664,1
4665,0
4666,0
4667,1
4668,1
4669,1
4670,1
4671,0
4672,1
4673,1
4674,1
4675,0
4676,1
4677,0
4678,0
4679,1
4680,1
4681,0
4682,1
4683,1
4684,1
4685,1
4686,1
4687,1
4688,0
4689,0
4690,1
4691,1
4692,1
4693,1
4694,1
4695,1
4696,1
4697,0
4698,1
4699,0
4700,1
4701,0
4702,1
4703,0
4704,1
4705,1
4706,0
4707,1
4708,0
4709,1
4710,0
4711,1
4712,1
4713,0
4714,1
4715,1
4716,1
4717,0
4718,1
4719,0
4720,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,1
4727,1
4728,1
4729,0
4730,1
4731,1
4732,0
4733,1
4734,1
4735,1
4736,1
4737,1
4738,1
4739,1
4740,1
4741,1
4742,1
4743,0
4744,1
4745,1
4746,1
4747,0
4748,0
4749,1
4750,0
4751,0
4752,1
4753,1
4754,0
4755,0
4756,1
4757,0
4758,1
4759,1
4760,1
4761,1
4762,1
4763,0
4764,0
4765,1
4766,0
4767,1
4768,1
4769,1
4770,1
4771,0
4772,1
4773,1
4774,1
4775,0
4776,1
4777,1
4778,1
4779,0
4780,0
4781,1
4782,0
4783,1
4784,0
4785,0
4786,1
4787,0
4788,1
4789,1
4790,1
4791,1
4792,0
4793,1
4794,1
4795,1
4796,0
4797,0
4798,1
4799,1
4800,1
4801,1
4802,1
4803,1
4804,1
4805,1
4806,1
4807,1
4808,1
4809,1
4810,1
4811,0
4812,1
4813,0
4814,1
4815,1
4816,1
4817,1
4818,0
4819,1
4820,1
4821,1
4822,1
4823,1
4824,1
4825,1
4826,1
4827,1
4828,1
4829,0
4830,1
4831,0
4832,1
4833,1
4834,1
4835,0
4836,0
4837,1
4838,1
4839,1
4840,1
4841,1
4842,1
4843,0
4844,1
4845,0
4846,1
4847,1
4848,1
4849,1
4850,1
4851,1
4852,1
4853,0
4854,0
4855,0
4856,0
4857,1
4858,0
4859,1
4860,1
4861,1
4862,0
4863,1
4864,1
4865,0
4866,0
4867,1
4868,1
4869,1
4870,0
4871,0
4872,0
4873,1
4874,1
4875,1
4876,1
4877,1
4878,0
4879,0
4880,1
4881,1
4882,1
4883,1
4884,1
4885,1
4886,0
4887,1
4888,0
4889,1
4890,1
4891,1
4892,1
4893,1
4894,1
4895,1
4896,0
4897,1
4898,1
4899,1
4900,0
4901,1
4902,0
4903,0
4904,0
4905,0
4906,1
4907,1
4908,1
4909,1
4910,0
4911,1
4912,1
4913,0
4914,1
4915,0
4916,1
4917,0
4918,1
4919,1
4920,1
4921,1
4922,1
4923,1
4924,1
4925,0
4926,1
4927,1
4928,1
4929,1
4930,1
4931,1
4932,1
4933,0
4934,0
4935,1
4936,1
4937,1
4938,1
4939,1
4940,0
4941,1
4942,1
4943,1
4944,0
4945,1
4946,1
4947,1
4948,1
4949,1
4950,0
4951,0
4952,1
4953,1
4954,1
4955,0
4956,1
4957,1
4958,1
4959,0
4960,1
4961,1
4962,0
4963,1
4964,0
4965,1
4966,1
4967,1
4968,1
4969,1
4970,0
4971,1
4972,1
4973,1
4974,1
4975,1
4976,0
4977,1
4978,0
4979,0
4980,1
4981,0
4982,1
4983,1
4984,1
4985,0
4986,1
4987,1
4988,0
4989,0
4990,1
4991,1
4992,0
4993,0
4994,0
4995,1
4996,1
4997,1
4998,1
4999,1
5000,1
5001,1
5002,1
5003,1
5004,0
5005,1
5006,0
5007,0
5008,1
5009,1
5010,0
5011,0
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,1
5020,1
5021,0
5022,1
5023,0
5024,1
5025,1
5026,1
5027,1
5028,0
5029,0
5030,0
5031,1
5032,1
5033,0
5034,1
5035,1
5036,1
5037,1
5038,1
5039,0
5040,0
5041,1
5042,0
5043,1
5044,1
5045,0
5046,1
5047,1
5048,1
5049,1
5050,1
5051,0
5052,1
5053,1
5054,0
5055,0
5056,1
5057,1
5058,1
5059,1
5060,1
5061,1
5062,1
5063,0
5064,1
5065,1
5066,1
5067,1
5068,1
5069,1
5070,0
5071,1
5072,1
5073,1
5074,0
5075,1
5076,0
5077,1
5078,1
5079,1
5080,1
5081,0
5082,0
5083,1
5084,0
5085,1
5086,1
5087,0
5088,1
5089,1
5090,1
5091,1
5092,1
5093,1
5094,1
5095,1
5096,0
5097,0
5098,0
5099,0
5100,1
5101,1
5102,1
5103,1
5104,1
5105,1
5106,1
5107,0
5108,1
5109,0
5110,1
5111,1
5112,0
5113,1
5114,1
5115,1
5116,1
5117,0
5118,1
5119,1
5120,0
5121,1
5122,1
5123,1
5124,1
5125,1
5126,0
5127,1
5128,0
5129,1
5130,1
5131,1
5132,1
5133,1
5134,1
5135,1
5136,1
5137,1
5138,1
5139,1
5140,0
5141,0
5142,0
5143,1
5144,0
5145,0
5146,1
5147,1
5148,0
5149,1
5150,1
5151,1
5152,1
5153,0
5154,0
5155,1
5156,1
5157,0
5158,0
5159,1
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,0
5168,0
5169,1
5170,1
5171,1
5172,0
5173,1
5174,1
5175,1
5176,1
5177,1
5178,1
5179,0
5180,0
5181,0
5182,1
5183,1
5184,1
5185,1
5186,0
5187,1
5188,1
5189,0
5190,1
5191,0
5192,1
5193,1
5194,1
5195,1
5196,0
5197,1
5198,1
5199,1
5200,1
5201,1
5202,1
5203,0
5204,1
5205,0
5206,1
5207,1
5208,1
5209,1
5210,1
5211,1
5212,0
5213,0
5214,1
5215,1
5216,1
5217,1
5218,1
5219,1
5220,1
5221,0
5222,0
5223,1
5224,1
5225,1
5226,1
5227,1
5228,0
5229,1
5230,1
5231,1
5232,1
5233,1
5234,1
5235,1
5236,1
5237,1
5238,0
5239,0
5240,1
5241,1
5242,1
5243,1
5244,1
5245,1
5246,1
5247,1
5248,0
5249,1
5250,1
5251,1
5252,1
5253,1
5254,0
5255,1
5256,1
5257,1
5258,1
5259,1
5260,1
5261,1
5262,1
5263,1
5264,0
5265,1
5266,1
5267,1
5268,1
5269,1
5270,0
5271,1
5272,0
5273,1
5274,0
5275,0
5276,0
5277,1
5278,1
5279,1
5280,1
5281,0
5282,1
5283,1
5284,1
5285,0
5286,1
5287,1
5288,1
5289,1
5290,1
5291,1
5292,1
5293,1
5294,1
5295,1
5296,1
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,0
5304,0
5305,1
5306,1
5307,0
5308,1
5309,0
5310,1
5311,0
5312,1
5313,0
5314,1
5315,0
5316,1
5317,1
5318,0
5319,1
5320,1
5321,1
5322,1
5323,0
5324,0
5325,1
5326,0
5327,0
5328,0
5329,1
5330,0
5331,1
5332,0
5333,1
5334,1
5335,1
5336,1
5337,0
5338,0
5339,0
5340,1
5341,1
5342,1
5343,1
5344,1
5345,1
5346,1
5347,0
5348,1
5349,0
5350,1
5351,0
5352,0
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,1
5362,1
5363,1
5364,1
5365,0
5366,1
5367,0
5368,1
5369,1
5370,1
5371,1
5372,1
5373,0
5374,1
5375,1
5376,0
5377,0
5378,1
5379,0
5380,0
5381,1
5382,1
5383,1
5384,1
5385,1
5386,0
5387,1
5388,1
5389,0
5390,1
5391,1
5392,1
5393,1
5394,0
5395,0
5396,1
5397,1
5398,1
5399,1
5400,0
5401,1
5402,1
5403,0
5404,0
5405,1
5406,0
5407,1
5408,0
5409,1
5410,1
5411,1
5412,1
5413,0
5414,1
5415,0
5416,0
5417,1
5418,1
5419,1
5420,1
5421,0
5422,1
5423,1
5424,0
5425,0
5426,1
5427,1
5428,1
5429,0
5430,0
5431,0
5432,1
5433,0
5434,1
5435,1
5436,1
5437,0
5438,1
5439,1
5440,1
5441,1
5442,0
5443,1
5444,1
5445,1
5446,1
5447,1
5448,0
5449,0
5450,1
5451,1
5452,1
5453,1
5454,1
5455,1
5456,0
5457,1
5458,1
5459,1
5460,1
5461,1
5462,0
5463,1
5464,0
5465,1
5466,0
5467,0
5468,1
5469,1
5470,0
5471,0
5472,1
5473,0
5474,1
5475,1
5476,1
5477,1
5478,1
5479,1
5480,0
5481,1
5482,1
5483,1
5484,1
5485,1
5486,1
5487,1
5488,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,1
5496,1
5497,1
5498,1
5499,0
5500,1
5501,0
5502,0
5503,1
5504,1
5505,1
5506,0
5507,0
5508,1
5509,0
5510,0
5511,0
5512,1
5513,1
5514,0
5515,1
5516,1
5517,1
5518,1
5519,1
5520,1
5521,0
5522,1
5523,0
5524,1
5525,1
5526,1
5527,1
5528,0
5529,1
5530,0
5531,1
5532,1
5533,1
5534,1
5535,0
5536,0
5537,0
5538,1
5539,1
5540,0
5541,0
5542,1
5543,0
5544,0
5545,1
5546,0
5547,0
5548,1
5549,1
5550,1
5551,1
5552,1
5553,0
5554,1
5555,1
5556,1
5557,0
5558,1
5559,0
5560,1
5561,0
5562,0
5563,1
5564,1
5565,1
5566,1
5567,1
5568,1
5569,0
5570,1
5571,1
5572,1
5573,0
5574,1
5575,1
5576,0
5577,0
5578,0
5579,1
5580,1
5581,1
5582,1
5583,1
5584,1
5585,1
5586,1
5587,0
5588,1
5589,1
5590,1
5591,1
5592,1
5593,1
5594,0
5595,1
5596,0
5597,1
5598,0
5599,0
5600,1
5601,1
5602,0
5603,1
5604,0
5605,1
5606,1
5607,1
5608,1
5609,1
5610,0
5611,1
5612,1
5613,1
5614,1
5615,1
5616,0
5617,0
5618,0
5619,1
5620,0
5621,1
5622,0
5623,0
5624,0
5625,1
5626,1
5627,1
5628,1
5629,1
5630,0
5631,1
5632,1
5633,1
5634,1
5635,1
5636,1
5637,0
5638,1
5639,1
5640,1
5641,0
5642,1
5643,0
5644,1
5645,1
5646,0
5647,1
5648,0
5649,1
5650,0
5651,0
5652,1
5653,0
5654,0
5655,0
5656,1
5657,1
5658,1
5659,0
5660,1
5661,1
5662,1
5663,1
5664,1
5665,1
5666,1
5667,1
5668,0
5669,0
5670,0
5671,1
5672,1
5673,1
5674,0
5675,0
5676,1
5677,0
5678,0
5679,1
5680,1
5681,1
5682,1
5683,1
5684,0
5685,1
5686,1
5687,1
5688,1
5689,1
5690,1
5691,1
5692,1
5693,1
5694,1
5695,1
5696,1
5697,0
5698,0
5699,1
5700,1
5701,1
5702,0
5703,1
5704,1
5705,1
5706,0
5707,1
5708,1
5709,0
5710,1
5711,1
5712,1
5713,1
5714,1
5715,1
5716,1
5717,1
5718,1
5719,0
5720,1
5721,1
5722,1
5723,1
5724,1
5725,1
5726,1
5727,0
5728,0
5729,1
5730,0
5731,1
5732,1
5733,1
5734,1
5735,1
5736,1
5737,1
5738,1
5739,0
5740,1
5741,1
5742,1
5743,1
5744,1
5745,1
5746,1
5747,1
5748,0
5749,0
5750,1
5751,0
5752,1
5753,1
5754,0
5755,1
5756,0
5757,0
5758,0
5759,0
5760,1
5761,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,1
5768,0
5769,1
5770,1
5771,0
5772,0
5773,1
5774,1
5775,1
5776,0
5777,0
5778,1
5779,1
5780,0
5781,1
5782,1
5783,1
5784,0
5785,1
5786,1
5787,0
5788,0
5789,1
5790,1
5791,1
5792,1
5793,1
